Timezone(sec),19800
Timestamp,HR,BP_SYS,BP_DIA
2023-01-04 11:00:29.127641,128.0,125.0,91.0
2023-01-04 11:00:29.328024,114.0,202.0,112.0
2023-01-04 11:00:29.528976,72.0,171.0,130.0
2023-01-04 11:00:29.735648,139.0,176.0,136.0
2023-01-04 11:00:29.934984,90.0,150.0,125.0
2023-01-04 11:00:30.134857,79.0,161.0,162.0
2023-01-04 11:00:30.335327,114.0,101.0,111.0
2023-01-04 11:00:30.536078,91.0,104.0,85.0
2023-01-04 11:00:30.737436,92.0,169.0,111.0
2023-01-04 11:00:30.934147,112.0,136.0,164.0
2023-01-04 11:00:31.134859,139.0,114.0,140.0
2023-01-04 11:00:31.335160,136.0,192.0,110.0
2023-01-04 11:00:31.534930,112.0,204.0,137.0
2023-01-04 11:00:31.733992,102.0,204.0,87.0
2023-01-04 11:00:31.929002,86.0,121.0,110.0
2023-01-04 11:00:32.132638,92.0,205.0,129.0
2023-01-04 11:00:32.333509,123.0,126.0,137.0
2023-01-04 11:00:32.534595,85.0,121.0,157.0
2023-01-04 11:00:32.733839,84.0,156.0,98.0
2023-01-04 11:00:32.933516,95.0,177.0,98.0
2023-01-04 11:00:33.133939,96.0,135.0,156.0
2023-01-04 11:00:33.335609,99.0,166.0,160.0
2023-01-04 11:00:33.534560,100.0,197.0,107.0
2023-01-04 11:00:33.733532,84.0,150.0,143.0
2023-01-04 11:00:33.934143,123.0,208.0,90.0
2023-01-04 11:00:34.133291,128.0,127.0,158.0
2023-01-04 11:00:34.333160,117.0,108.0,163.0
2023-01-04 11:00:34.533739,85.0,145.0,140.0
2023-01-04 11:00:34.735510,100.0,207.0,85.0
2023-01-04 11:00:34.934452,137.0,202.0,84.0
2023-01-04 11:00:35.135536,131.0,168.0,125.0
2023-01-04 11:00:35.335107,106.0,204.0,131.0
2023-01-04 11:00:35.533498,111.0,150.0,155.0
2023-01-04 11:00:35.729660,67.0,140.0,110.0
2023-01-04 11:00:35.936062,101.0,123.0,85.0
2023-01-04 11:00:36.135610,125.0,105.0,139.0
2023-01-04 11:00:36.334084,85.0,153.0,109.0
2023-01-04 11:00:36.534513,77.0,143.0,158.0
2023-01-04 11:00:36.733593,140.0,152.0,150.0
2023-01-04 11:00:36.930079,115.0,166.0,94.0
2023-01-04 11:00:37.133440,134.0,180.0,133.0
2023-01-04 11:00:37.333413,104.0,133.0,100.0
2023-01-04 11:00:37.532246,120.0,199.0,126.0
2023-01-04 11:00:37.735520,117.0,203.0,137.0
2023-01-04 11:00:37.935899,127.0,110.0,141.0
2023-01-04 11:00:38.134751,70.0,163.0,152.0
2023-01-04 11:00:38.334877,140.0,143.0,112.0
2023-01-04 11:00:38.520087,125.0,129.0,116.0
2023-01-04 11:00:38.736221,99.0,132.0,120.0
2023-01-04 11:00:38.935075,116.0,189.0,135.0
2023-01-04 11:00:39.134955,136.0,178.0,85.0
2023-01-04 11:00:39.333441,122.0,149.0,99.0
2023-01-04 11:00:39.534082,113.0,140.0,106.0
2023-01-04 11:00:39.735449,129.0,134.0,148.0
2023-01-04 11:00:39.935824,126.0,119.0,90.0
2023-01-04 11:00:40.134908,86.0,148.0,156.0
2023-01-04 11:00:40.333744,72.0,163.0,149.0
2023-01-04 11:00:40.532686,95.0,183.0,108.0
2023-01-04 11:00:40.732933,98.0,153.0,121.0
2023-01-04 11:00:40.931952,86.0,125.0,113.0
2023-01-04 11:00:41.135192,106.0,130.0,106.0
2023-01-04 11:00:41.334661,89.0,183.0,142.0
2023-01-04 11:00:41.535511,91.0,190.0,83.0
2023-01-04 11:00:41.736373,67.0,109.0,155.0
2023-01-04 11:00:41.934268,87.0,108.0,134.0
2023-01-04 11:00:42.134213,72.0,122.0,116.0
2023-01-04 11:00:42.334629,128.0,165.0,160.0
2023-01-04 11:00:42.535668,100.0,115.0,85.0
2023-01-04 11:00:42.737005,128.0,138.0,153.0
2023-01-04 11:00:42.934455,78.0,186.0,142.0
2023-01-04 11:00:43.136008,81.0,115.0,120.0
2023-01-04 11:00:43.335256,101.0,115.0,145.0
2023-01-04 11:00:43.534782,98.0,138.0,97.0
2023-01-04 11:00:43.736503,110.0,189.0,163.0
2023-01-04 11:00:43.932871,98.0,176.0,109.0
2023-01-04 11:00:44.133002,108.0,201.0,89.0
2023-01-04 11:00:44.334336,139.0,179.0,85.0
2023-01-04 11:00:44.532592,87.0,150.0,142.0
2023-01-04 11:00:44.734918,111.0,167.0,101.0
2023-01-04 11:00:44.934097,95.0,177.0,150.0
2023-01-04 11:00:45.134629,137.0,183.0,82.0
2023-01-04 11:00:45.336014,120.0,189.0,121.0
2023-01-04 11:00:45.533949,76.0,139.0,136.0
2023-01-04 11:00:45.734409,118.0,189.0,145.0
2023-01-04 11:00:45.933629,75.0,167.0,156.0
2023-01-04 11:00:46.135020,83.0,160.0,88.0
2023-01-04 11:00:46.335310,120.0,185.0,98.0
2023-01-04 11:00:46.535414,133.0,181.0,83.0
2023-01-04 11:00:46.733869,81.0,169.0,95.0
2023-01-04 11:00:46.935168,108.0,205.0,162.0
2023-01-04 11:00:47.134943,105.0,187.0,100.0
2023-01-04 11:00:47.334609,71.0,116.0,93.0
2023-01-04 11:00:47.534519,137.0,114.0,134.0
2023-01-04 11:00:47.744970,113.0,198.0,104.0
2023-01-04 11:00:47.934882,122.0,176.0,85.0
2023-01-04 11:00:48.133545,107.0,198.0,93.0
2023-01-04 11:00:48.335551,68.0,174.0,141.0
2023-01-04 11:00:48.530873,81.0,101.0,112.0
2023-01-04 11:00:48.735035,93.0,110.0,92.0
2023-01-04 11:00:48.935817,97.0,113.0,90.0
2023-01-04 11:00:49.124205,90.0,122.0,140.0
2023-01-04 11:00:49.336475,100.0,144.0,84.0
2023-01-04 11:00:49.535909,136.0,121.0,89.0
2023-01-04 11:00:49.735129,98.0,125.0,150.0
2023-01-04 11:00:49.937416,106.0,176.0,157.0
2023-01-04 11:00:50.136040,103.0,208.0,143.0
2023-01-04 11:00:50.335365,95.0,128.0,152.0
2023-01-04 11:00:50.534721,98.0,129.0,102.0
2023-01-04 11:00:50.733978,116.0,189.0,155.0
2023-01-04 11:00:50.935062,110.0,177.0,145.0
2023-01-04 11:00:51.133448,71.0,103.0,101.0
2023-01-04 11:00:51.334162,93.0,130.0,114.0
2023-01-04 11:00:51.535478,86.0,171.0,83.0
2023-01-04 11:00:51.734364,85.0,117.0,125.0
2023-01-04 11:00:51.933548,101.0,157.0,112.0
